595,1
822,2
172,0
833,2
790,1
545,1
469,1
389,0
110,0
507,1
1015,2
1129,2
1034,2
917,2
23,0
232,0
375,0
1138,2
526,1
651,1
1167,2
453,1
639,1
812,2
264,0
243,0
513,1
450,1
493,1
207,0
825,2
73,0
640,1
1155,2
185,0
711,1
481,1
798,1
563,1
1085,2
97,0
635,1
15,0
65,0
479,1
440,1
20,0
681,1
1124,2
1076,2
746,1
190,0
648,1
1108,2
709,1
53,0
516,1
56,0
896,2
1123,2
702,1
214,0
313,0
1176,2
591,1
612,1
289,0
541,1
1160,2
743,1
823,2
94,0
141,0
105,0
378,0
1106,2
1056,2
953,2
1074,2
976,2
897,2
685,1
821,2
451,1
733,1
27,0
608,1
362,0
107,0
625,1
893,2
916,2
278,0
1133,2
323,0
797,1
1007,2
557,1
119,0
902,2
412,1
472,1
989,2
617,1
186,0
99,0
32,0
581,1
1027,2
454,1
722,1
1142,2
234,0
641,1
279,0
29,0
801,2
794,1
180,0
956,2
867,2
241,0
1186,2
529,1
250,0
196,0
830,2
1051,2
517,1
1161,2
848,2
325,0
510,1
1128,2
1000,2
287,0
1002,2
515,1
632,1
1042,2
1036,2
915,2
408,1
296,0
488,1
910,2
21,0
174,0
776,1
879,2
336,0
645,1
140,0
230,0
631,1
663,1
449,1
220,0
1107,2
1111,2
1109,2
249,0
1033,2
940,2
748,1
514,1
368,0
386,0
86,0
779,1
498,1
965,2
464,1
555,1
979,2
501,1
864,2
593,1
826,2
1190,2
424,1
759,1
505,1
144,0
280,0
485,1
1137,2
322,0
784,1
1061,2
195,0
538,1
533,1
714,1
401,1
49,0
34,0
19,0
400,1
1072,2
443,1
301,0
613,1
414,1
1143,2
565,1
255,0
194,0
233,0
871,2
658,1
256,0
1168,2
894,2
941,2
662,1
433,1
391,0
1104,2
293,0
406,1
210,0
320,0
519,1
411,1
31,0
1058,2
373,0
574,1
1066,2
994,2
312,0
483,1
988,2
860,2
1146,2
474,1
153,0
1037,2
61,0
297,0
922,2
805,2
876,2
1024,2
211,0
1017,2
569,1
751,1
25,0
978,2
749,1
914,2
404,1
850,2
968,2
785,1
95,0
484,1
143,0
252,0
544,1
1018,2
394,0
1049,2
121,0
288,0
912,2
129,0
504,1
854,2
809,2
1188,2
1198,2
1082,2
30,0
267,0
551,1
1012,2
845,2
148,0
104,0
269,0
369,0
239,0
559,1
715,1
1094,2
880,2
221,0
445,1
604,1
728,1
150,0
1003,2
603,1
883,2
402,1
506,1
428,1
990,2
52,0
933,2
109,0
969,2
1026,2
1174,2
439,1
1144,2
920,2
1152,2
741,1
379,0
64,0
77,0
1078,2
834,2
263,0
740,1
999,2
1179,2
954,2
791,1
1005,2
74,0
886,2
669,1
420,1
480,1
261,0
561,1
405,1
579,1
491,1
122,0
17,0
835,2
292,0
387,0
222,0
627,1
840,2
83,0
28,0
703,1
162,0
710,1
675,1
131,0
699,1
609,1
836,2
39,0
1039,2
75,0
58,0
950,2
265,0
1136,2
1063,2
436,1
842,2
5,0
707,1
139,0
773,1
328,0
520,1
268,0
695,1
959,2
71,0
93,0
1149,2
1057,2
630,1
276,0
22,0
204,0
305,0
1171,2
777,1
6,0
168,0
283,0
633,1
502,1
1135,2
934,2
1043,2
676,1
42,0
102,0
856,2
426,1
471,1
882,2
1045,2
1028,2
187,0
48,0
931,2
944,2
734,1
530,1
281,0
359,0
383,0
1117,2
899,2
1083,2
600,1
136,0
1120,2
783,1
1004,2
206,0
1140,2
62,0
309,0
1095,2
251,0
725,1
786,1
614,1
815,2
937,2
427,1
1170,2
858,2
66,0
1008,2
589,1
304,0
46,0
254,0
868,2
434,1
987,2
447,1
508,1
843,2
477,1
321,0
995,2
688,1
892,2
611,1
577,1
583,1
552,1
161,0
455,1
758,1
775,1
103,0
556,1
398,0
41,0
410,1
652,1
716,1
403,1
208,0
523,1
644,1
1151,2
616,1
620,1
755,1
1182,2
1119,2
376,0
382,0
135,0
165,0
1086,2
228,0
365,0
50,0
67,0
1093,2
566,1
409,1
36,0
1050,2
112,0
849,2
200,0
1159,2
1064,2
549,1
497,1
712,1
399,0
774,1
1139,2
199,0
958,2
747,1
832,2
106,0
637,1
857,2
654,1
942,2
719,1
441,1
475,1
984,2
824,2
861,2
45,0
531,1
393,0
966,2
767,1
124,0
125,0
971,2
330,0
575,1
898,2
224,0
689,1
877,2
1030,2
189,0
973,2
660,1
213,0
385,0
179,0
607,1
807,2
750,1
816,2
955,2
413,1
201,0
299,0
713,1
919,2
344,0
1091,2
1122,2
332,0
159,0
546,1
347,0
338,0
943,2
90,0
1118,2
820,2
417,1
486,1
133,0
573,1
355,0
963,2
745,1
415,1
694,1
8,0
831,2
869,2
580,1
752,1
184,0
906,2
525,1
134,0
865,2
26,0
205,0
343,0
909,2
693,1
496,1
564,1
666,1
996,2
567,1
1089,2
558,1
1044,2
1079,2
938,2
51,0
888,2
905,2
690,1
238,0
802,2
396,0
799,1
929,2
839,2
946,2
1016,2
1073,2
145,0
761,1
874,2
197,0
435,1
1199,2
744,1
456,1
891,2
1054,2
1019,2
215,0
1053,2
367,0
1096,2
1100,2
828,2
274,0
1148,2
853,2
76,0
618,1
770,1
674,1
1192,2
80,0
246,0
806,2
571,1
677,1
582,1
667,1
407,1
10,0
462,1
977,2
149,0
643,1
425,1
887,2
554,1
432,1
446,1
642,1
371,0
87,0
1134,2
302,0
1025,2
291,0
361,0
890,2
452,1
1157,2
560,1
960,2
852,2
1166,2
975,2
146,0
1068,2
3,0
1092,2
947,2
838,2
1173,2
765,1
