118,0
201,0
946,1
743,1
868,1
519,1
287,0
128,0
20,0
292,0
618,1
878,1
16,0
495,0
252,0
425,0
256,0
59,0
572,1
859,1
814,1
421,0
151,0
890,1
165,0
947,1
874,1
412,0
916,1
83,0
974,1
848,1
244,0
211,0
23,0
699,1
204,0
164,0
2,0
843,1
242,0
894,1
607,1
315,0
626,1
388,0
62,0
651,1
358,0
619,1
139,0
264,0
845,1
119,0
929,1
473,0
674,1
544,1
124,0
938,1
107,0
791,1
67,0
922,1
39,0
825,1
162,0
18,0
75,0
659,1
689,1
539,1
850,1
800,1
115,0
168,0
851,1
697,1
795,1
270,0
524,1
138,0
198,0
357,0
724,1
132,0
629,1
994,1
683,1
821,1
819,1
428,0
817,1
144,0
579,1
220,0
140,0
248,0
703,1
15,0
595,1
680,1
766,1
43,0
554,1
653,1
770,1
846,1
542,1
895,1
82,0
404,0
199,0
462,0
971,1
370,0
5,0
79,0
303,0
686,1
512,1
406,0
385,0
646,1
284,0
161,0
671,1
571,1
866,1
229,0
521,1
740,1
45,0
776,1
574,1
632,1
586,1
660,1
830,1
218,0
122,0
597,1
975,1
749,1
386,0
219,0
419,0
163,0
302,0
133,0
750,1
423,0
280,0
183,0
988,1
14,0
799,1
36,0
265,0
755,1
341,0
448,0
620,1
733,1
823,1
343,0
860,1
281,0
222,0
577,1
487,0
774,1
533,1
773,1
531,1
500,1
55,0
722,1
984,1
290,0
816,1
658,1
424,0
101,0
585,1
956,1
58,0
754,1
179,0
84,0
785,1
440,0
826,1
504,1
372,0
352,0
430,0
332,0
103,0
705,1
663,1
613,1
738,1
668,1
535,1
887,1
378,0
47,0
698,1
949,1
555,1
485,0
299,0
489,0
288,0
631,1
298,0
655,1
730,1
295,0
413,0
426,0
872,1
943,1
913,1
871,1
335,0
469,0
294,0
209,0
644,1
700,1
11,0
566,1
778,1
433,0
849,1
6,0
217,0
120,0
902,1
667,1
240,0
515,1
81,0
798,1
942,1
691,1
310,0
175,0
729,1
991,1
304,0
192,0
812,1
482,0
325,0
4,0
300,0
526,1
762,1
457,0
669,1
188,0
732,1
972,1
191,0
621,1
656,1
117,0
987,1
616,1
195,0
909,1
803,1
736,1
60,0
397,0
993,1
336,0
759,1
673,1
330,0
639,1
590,1
308,0
34,0
715,1
901,1
797,1
564,1
35,0
223,0
950,1
582,1
747,1
811,1
888,1
9,0
832,1
880,1
77,0
628,1
106,0
30,0
537,1
403,0
854,1
445,0
702,1
496,0
33,0
353,0
380,0
931,1
467,0
37,0
207,0
145,0
113,0
364,0
926,1
235,0
804,1
937,1
394,0
779,1
840,1
437,0
829,1
908,1
114,0
446,0
94,0
286,0
853,1
71,0
46,0
578,1
757,1
540,1
253,0
855,1
291,0
869,1
670,1
532,1
436,0
883,1
146,0
381,0
238,0
375,0
153,0
321,0
892,1
516,1
431,0
842,1
402,0
432,0
410,0
181,0
152,0
592,1
520,1
254,0
382,0
363,0
596,1
557,1
73,0
361,0
26,0
255,0
587,1
983,1
637,1
373,0
29,0
837,1
349,0
550,1
391,0
7,0
792,1
476,0
944,1
545,1
346,0
957,1
93,0
232,0
921,1
80,0
468,0
31,0
267,0
510,1
68,0
711,1
461,0
51,0
889,1
645,1
548,1
3,0
435,0
598,1
905,1
917,1
400,0
193,0
995,1
885,1
690,1
379,0
249,0
278,0
692,1
475,0
279,0
824,1
565,1
328,0
897,1
338,0
543,1
221,0
231,0
285,0
434,0
978,1
617,1
443,0
53,0
710,1
503,1
449,0
174,0
682,1
648,1
465,0
934,1
442,0
481,0
788,1
444,0
965,1
499,0
517,1
64,0
142,0
109,0
810,1
454,0
877,1
22,0
282,0
156,0
960,1
864,1
807,1
935,1
414,0
266,0
861,1
787,1
276,0
173,0
990,1
726,1
643,1
652,1
483,0
862,1
355,0
583,1
986,1
915,1
561,1
863,1
459,0
735,1
187,0
166,0
818,1
962,1
415,0
815,1
801,1
852,1
605,1
441,0
309,0
176,0
551,1
317,0
857,1
933,1
447,0
344,0
927,1
205,0
38,0
13,0
514,1
752,1
654,1
237,0
451,0
552,1
202,0
688,1
493,0
876,1
494,0
839,1
384,0
612,1
563,1
603,1
408,0
601,1
70,0
614,1
92,0
767,1
707,1
672,1
420,0
172,0
650,1
505,1
486,0
98,0
536,1
847,1
250,0
706,1
940,1
506,1
65,0
714,1
982,1
135,0
427,0
326,0
513,1
490,0
215,0
200,0
833,1
624,1
271,0
976,1
634,1
123,0
141,0
665,1
27,0
24,0
180,0
924,1
593,1
208,0
911,1
396,0
640,1
212,0
677,1
838,1
728,1
233,0
756,1
951,1
399,0
147,0
339,0
567,1
159,0
246,0
170,0
712,1
472,0
154,0
196,0
606,1
918,1
185,0
296,0
945,1
12,0
501,1
455,0
696,1
920,1
40,0
157,0
820,1
882,1
263,0
42,0
460,0
547,1
277,0
429,0
898,1
953,1
758,1
831,1
744,1
615,1
642,1
930,1
919,1
932,1
753,1
725,1
112,0
701,1
143,0
269,0
980,1
213,0
973,1
903,1
450,0
78,0
111,0
796,1
742,1
365,0
464,0
985,1
685,1
405,0
522,1
541,1
88,0
891,1
57,0
939,1
100,0
899,1
893,1
912,1
453,0
638,1
679,1
666,1
879,1
311,0
782,1
85,0
225,0
834,1
636,1
360,0
376,0
641,1
599,1
771,1
786,1
245,0
610,1
273,0
491,0
769,1
780,1
763,1
194,0
768,1
704,1
52,0
366,0
525,1
331,0
241,0
584,1
844,1
251,0
134,0
961,1
681,1
21,0
61,0
805,1
345,0
999,1
559,1
307,0
19,0
806,1
236,0
327,0
17,0
576,1
569,1
417,0
